date,open,high,low,close,volume
2023-04-19,5.885,6.095,5.885,6.075,253425
2023-04-20,5.96,6.04,5.88,5.925,269292
2023-04-21,5.885,5.985,5.85,5.945,246183
2023-04-24,5.915,5.935,5.79,5.835,252404
2023-04-25,5.74,5.835,5.72,5.76,385462
2023-04-26,5.795,5.875,5.66,5.675,770067
2023-04-27,5.77,6.185,5.755,6.065,942384
2023-04-28,6.15,6.295,5.94,6.24,1061362
2023-05-01,6.5,6.54,5.46,5.465,1620871
2023-05-02,5.255,5.285,4.72,4.9,2593581
2023-05-03,4.98,5.07,4.755,4.835,1370734
2023-05-04,4.77,4.915,4.59,4.9,1507256
2023-05-05,5.01,5.17,4.995,5.16,423962
2023-05-08,5.185,5.49,5.185,5.47,409053
2023-05-09,5.36,5.545,5.355,5.405,246840
2023-05-10,5.57,5.59,5.385,5.47,202275
2023-05-11,5.405,5.41,5.12,5.13,599354
2023-05-12,5.17,5.21,4.93,5.01,378800
2023-05-15,4.68,4.835,4.455,4.76,1950800
2023-05-16,4.79,4.82,4.61,4.755,392132
2023-05-17,4.755,4.98,4.695,4.955,407547
2023-05-18,4.985,5.135,4.92,5.075,331890
2023-05-19,5.075,5.13,4.915,4.935,362694
2023-05-22,4.925,5.335,4.925,5.24,341004
2023-05-23,5.24,5.49,5.23,5.285,599384
2023-05-24,5.17,5.325,5.13,5.315,375201
2023-05-25,5.345,5.395,5.09,5.2,308817
2023-05-26,5.235,5.48,5.235,5.405,190872
2023-05-30,5.81,6.05,5.6,6.02,596268
2023-05-31,6.16,7.015,6.11,6.92,1710372
2023-06-01,6.69,7.26,6.64,6.815,2112248
2023-06-02,7.1,7.1,6.71,7.02,598096
2023-06-05,7.11,7.585,7.08,7.25,782580
2023-06-06,7.18,7.755,7.16,7.655,492424
2023-06-07,7.84,7.995,7.645,7.725,667950
2023-06-08,7.66,8.2,7.66,8.13,766662
2023-06-09,8.255,8.81,8.11,8.175,954590
2023-06-12,8.45,9.3,8.41,9.18,1335850
2023-06-13,9.51,9.605,8.9,9.535,1070308
2023-06-14,9.79,10.21,9.3,9.735,1166891
2023-06-15,9.17,9.575,8.885,9.56,838506
2023-06-16,8.91,9.17,8.5,8.58,1276185
2023-06-20,8.265,8.64,8.2,8.585,643971
2023-06-21,8.5,8.755,8.34,8.635,327017
2023-06-22,8.54,8.68,8.35,8.485,413067
2023-06-23,7.89,8.29,7.71,8.285,787403
2023-06-26,8.25,8.66,8.15,8.21,413019
2023-06-27,8.38,8.72,8.32,8.635,422610
2023-06-28,8.585,9.085,8.58,8.87,433268
2023-06-29,9.09,9.265,8.6,8.72,499916
2023-06-30,8.935,9.395,8.325,8.35,1288209
2023-07-03,8.38,8.63,8.355,8.53,495085
2023-07-05,8.52,8.675,8.31,8.39,209014
2023-07-06,8.21,8.245,7.86,8.105,425823
2023-07-07,8.095,8.29,8.035,8.06,216544
2023-07-10,8.095,8.72,8.04,8.705,609670
2023-07-11,8.8,9.195,8.765,9.065,645213
2023-07-12,9.34,9.38,9,9.205,676310
2023-07-13,8.91,9.24,8.77,9.165,573123
2023-07-14,9.245,9.45,8.94,9.08,484520
